id,status_group
62165,functional
50900,functional
9358,non functional
28143,non functional
37978,non functional
56949,functional
1216,functional
7688,functional
60457,functional
55769,non functional
21199,functional
35455,functional
6406,functional
20842,functional
58574,functional
5753,non functional
67524,functional
40761,functional
24792,non functional
61550,functional
6712,non functional
21011,functional
54788,functional needs repair
43060,functional
47169,functional
21070,non functional
11265,functional
13338,functional
70852,functional needs repair
42246,functional
71420,non functional
55784,non functional
59280,functional
54100,functional
6019,functional
18557,functional
9193,functional
22777,functional
5215,non functional
7091,non functional
50002,functional
48277,non functional
59644,non functional
53314,non functional
35614,functional
27029,functional
4469,functional
55404,functional needs repair
42377,non functional
35470,functional
36066,non functional
63264,functional
41293,non functional
62405,functional
25191,functional
2416,non functional
5037,functional
10530,non functional
17398,non functional
54194,functional needs repair
39304,functional
8905,non functional
68607,functional
63054,functional
55930,non functional
502,non functional
71993,functional
39816,non functional
12188,non functional
29279,functional
15277,functional
73764,functional
71464,functional
41837,functional
62203,non functional
20968,functional
67395,non functional
23119,functional
33269,functional
35163,functional
37156,functional
22201,non functional
27456,non functional
63347,functional
60158,functional
3961,non functional
19086,non functional
28093,functional
25336,functional
62941,functional
19753,functional
72555,functional
58603,functional
6216,functional
61694,functional
50741,non functional
70309,non functional
47891,non functional
25474,functional
26864,functional
20505,non functional
63587,non functional
50810,functional
28779,functional needs repair
46272,non functional
36558,non functional
17216,non functional
8582,functional
2282,non functional
73079,functional
16780,functional
1711,functional
40317,non functional
35498,non functional
33181,non functional
17366,functional
49648,non functional
38466,non functional
29146,functional
63374,functional
61565,functional needs repair
19558,functional
23945,functional
25793,functional
58619,non functional
49751,functional
12175,functional
2700,functional
28309,functional
72105,functional
35960,functional
35294,functional
45626,non functional
74205,functional
40333,non functional
41707,functional
48989,functional
26173,non functional
31540,functional
37685,non functional
38756,non functional
35593,functional
30738,functional
44067,functional
71525,functional
16503,functional
41607,functional
46436,functional
31965,non functional
69644,functional
50922,non functional
62214,functional
11482,non functional
55277,functional
41010,functional
52581,functional
35845,non functional
25219,non functional
58134,non functional
72775,non functional
35169,non functional
30499,functional
5996,functional
70654,functional
11409,functional
11894,functional
69886,non functional
33522,non functional
8689,functional
8739,non functional
32097,functional needs repair
53495,functional
28456,non functional
25389,non functional
10097,non functional
3573,functional
30565,non functional
17026,non functional
39540,non functional
72149,non functional
27009,functional
29736,functional
61643,non functional
29252,functional
54466,non functional
67069,functional
19949,non functional
55546,functional
19934,functional
67061,functional
64519,functional
46693,non functional
34161,non functional
62051,functional
26652,functional
50045,functional needs repair
1596,functional
25747,functional
47115,non functional
67791,non functional
34245,functional
1120,functional
26357,non functional
13634,non functional
47156,non functional
60766,functional
67001,functional
57551,non functional
33287,functional
9335,non functional
2032,functional
57038,functional needs repair
11194,functional
51118,functional
13810,functional
5714,functional
17489,functional
71418,non functional
65641,functional
14024,functional
71680,functional
66172,functional
55514,functional
20651,non functional
54929,non functional
63709,non functional
26837,functional
24726,functional
72358,non functional
43038,non functional
72784,functional
1205,non functional
51742,functional
11808,functional
17638,non functional
